2-faced,farced_facet_fazed_faces_face
offender,delinquent_culprit_suspect_felon_convict
offending,annoy_disturb_exasperate_aggrieve_horrify
offenses,infraction_misdemeanor_crime_transgression_misdeed
offensive,distasteful_obnoxious_embarrassing_rude_abhorrent
offensively,annoyingly_indecently_unwelcomely
offensiveness,harshness_rawness_smut_roughness_ribaldry
officious,busy_forward_impertinent_inquisitive_intrusive
ominous,apocalyptic_prophetic_dangerous_sinister_threatening
ominously,luminously_on sly_enormously_am nosy_harmoniously
omission,exclusion_carelessness_lapse_failing_breach
omit,prohibit_edit_skip_overlook_withhold
one-sided,unjust_partisan_discriminatory_unequal_unfair
onerous,distressing_intolerable_troublesome_excessive_harsh
onerously,difficultly_heavily_laboriously_burdensomely_exhaustingly
onslaught,offensive_blitz_onset_assault_invasion
opinionated,assertive_cocky_stubborn_adamant_arbitrary
opponent,enemy_competitor_candidate_foe_rival
opportunistic,gracious_polite_conciliatory_strategic_adept
oppose,prevent_deny_face_defy_disagree
opposition,action_hostility_resistance_struggle_violation
oppositions,action_hostility_resistance_struggle_violation
oppress,annoy_afflict_torture_overwhelm_suppress
oppression,brutality_dictatorship_maltreatment_cruelty_despotism
oppressive,onerous_overbearing_dictatorial_unjust_inhuman
oppressively,brutally_hard_harshly_restrictively_tyrannically
oppressiveness,moisture_evaporation_heaviness_thickness_dew
oppressors,autocrat_despot_authoritarian_bully_dictator
ordeal,torture_difficulty_agony_nightmare_trial
orphan,foundling_ragamuffin_stray_waif
ostracize,expel_blackball_blacklist_snub_shun
outbreak,crash_uprising_eruption_epidemic_surge
outburst,tantrum_explosion_burst_eruption_surge
outbursts,tantrum_explosion_burst_eruption_surge
outcast,vagabond_untouchable_fugitive_castaway_gypsy
outcry,complaint_noise_objection_cry_commotion
outlaw,pariah_mobster_crook_hooligan_desperado
outmoded,antiquated_archaic_out-of-date_obsolete_antique
outrage,shock_violence_harm_misdoing_violation
outraged,scandalize_infuriate_shock_incense_insult
outrageous,inhuman_flagrant_scandalous_egregious_violent
outrageously,brutally_awfully_badly_foolishly_shamefully
outrageousness,atrocity_boldness_atrociousness_brazenness_grossness
outrages,shock_violence_harm_misdoing_violation
outsider,interloper_newcomer_foreigner_alien_stranger
over-acted,histrionic_overacting
over-awe,dazzle_intimidate_frighten_alarm_stupefy
over-balanced,superfluous_unequal_inordinate_excessive_unreasonable
over-hyped,overlapped_overleaped_overtopped_overhauled_over paid
over-priced,valuable_high_steep_fancy_stiff
over-valuation,misjudgment_error_misunderstanding_misinterpretation_blunder
overact,overplay_exaggerate_dramatize_act_ham it up
overacted,histrionic_overacting
overawe,dazzle_intimidate_frighten_alarm_stupefy
overbalance,smash_plunge_hurtle_collapse_tumble
overbalanced,superfluous_unequal_inordinate_excessive_unreasonable
overbearing,dictatorial_oppressive_imperious_high-handed_cocky
overbearingly,egotistically_ostentatiously_proudly_arrogantly_boastfully
overblown,inflated_superfluous_disproportionate_pretentious_aureate
overdo,overrate_overplay_exaggerate_overstate_overreach
overdone,burned_scorched_charred
overdue,unpaid_tardy_delinquent_belated_outstanding
overemphasize,embellish_overdo_color_overstate_distend
overheat,overheard_overhear_over head_overeat_over heard
overkill,farfetched_abstract_overblown_preposterous_melodramatic
overloaded,overburden_overwhelm_strain_pile_oppress
overlook,ignore_discount_omit_forget_overpass
overpaid,exaggerated_overpriced_overestimated_hyped-up_overpromoted
overpayed,over played_over-played_overpassed_overpaid_overjoyed
overplay,overdo_exaggerate_overstate_magnify_stretch
overpower,knock out_drub_subdue_smash_overwhelm
overpriced,valuable_high_steep_fancy_stiff
overrated,exaggerated_overpriced_overpaid_overestimated_hyped-up
overreach,overdo_overextend_overact_outreach
overrun,raid_swamp_overwhelm_rout_massacre
overshadow,outweigh_dim_dwarf_eclipse_dominate
oversight,lapse_neglect_mistake_overlook_miscue
oversights,lapse_neglect_mistake_overlook_miscue
oversimplification,distortion_litotes_restraint_underestimate
oversimplified,simplified_distorted_simple_made easy
oversimplify,simplify_reduce_over reduce
oversize,floppy_roomy_bulging_droopy_flabby
overstate,overdo_magnify_emphasize_inflate_misrepresent
overstated,overdo_magnify_emphasize_inflate_misrepresent
overstatement,hyperbole_embellishment_ornamentation
overstatements,hyperbole_embellishment_ornamentation
overstates,overdo_magnify_emphasize_inflate_misrepresent
overtaxed,exhausted_strained_fatigued_tense_stressed out
overthrow,dethrone_oust_topple_subdue_depose
overthrows,dethrone_oust_topple_subdue_depose
overturn,invalidate_annul_capsize_reverse_void
overweight,obese_corpulent_pudgy_heavy_gross
overwhelm,crush_inundate_deluge_rout_overpower
overwhelmed,affected_moved_upset_overpowered_devastated
overwhelming,staggering_devastating_astounding_amazing_stunning
overwhelmingly,strongly_vigorously_fiercely_forcefully_powerfully
overwhelms,crush_inundate_deluge_rout_overpower
overzealous,restless_fidgety_demonstrative_impulsive_high-strung
overzealously,passionately_violently_excitedly_madly_avidly
overzelous,over zealous_over-zealous_oversells_overzealously_oversouls
pain,cramp_fever_burn_sickness_soreness
painful,distressing_tedious_troublesome_hurtful_dire
painfull,painful
painfully,sorely_achingly_in pain_in suffering_with difficulty
pains,cramp_fever_burn_sickness_soreness
pale,pasty_gray_poor_dim_blanched
pales,blanch_dim_tarnish_muddy_faint
paltry,measly_insignificant_meager_miserable_pitiful
pan,sheet_pot_kettle_bucket_vessel
pandemonium,tumult_ruckus_chaos_uproar_hue and cry
pander,satisfy_gratify_please_snow_stroke
pandering,satisfy_gratify_please_snow_stroke
panders,satisfy_gratify_please_snow_stroke
panic,dismay_rush_consternation_confusion_alarm
panick,panic_pink_snick_nick_pack
panicked,scare_clutch_alarm_stampede_unnerve
panicking,scare_clutch_alarm_stampede_unnerve
panicky,timid_perturbed_perplexed_fearful_nervous
paradoxical,perplexing_sophisticated_complicated_convoluted_intricate
paradoxically,paradisaical_prodigiously
paralize,paralogize_paralyzed_moralize_paradise_penalize
paralyzed,disabled_helpless_crippled_incapacitated_stupefied
paranoia,insanity_depression_derangement_lunacy_madness
paranoid,unreasonably_overly suspicious
parasite,sycophant_stooge_dependent_sucker_deadbeat
pariah,vagabond_persona non grata_leper_outsider_castaway
parody,caricature_farce_joke_irony_satire
partiality,love_taste_bias_dish_liking
partisan,sympathetic_unjust_biased_sectarian_one-sided
partisans,sympathetic_unjust_biased_sectarian_one-sided
passe,outdated_obsolete_corny_outmoded_odd
passive,unflappable_quiet_uninvolved_static_laid-back
passiveness,disinterest_indifference_resignation_unconcern_emotionlessness
pathetic,poignant_feeble_woeful_heartbreaking_miserable
pathetically,pathetic_thetical_epithetical_hypo thetically_hypo-thetically
patronize,deign_snub_stoop_favor_indulge
paucity,smallness_insufficiency_dearth_paltriness_scantiness
pauper,supplicant_down-and-out_bankrupt_beggar_dependent
paupers,supplicant_down-and-out_bankrupt_beggar_dependent
payback,reimbursement_compensation_reparation_repayment_profit
peculiar,distinct_distinctive_specific_personal_idiosyncratic
peculiarly,strangely_unusually_bizarrely_curiously_eccentrically
pedantic,pompous_stilted_abstruse_academic_arid
peeled,shell_cover_husk_rind_bark
peeve,annoyance_bother_gripe_pest_nuisance
peeved,annoyed_upset_cross_angry_mad
peevish,acrimonious_angry_bad-tempered_cantankerous_captious
peevishly,lavishly_perversely_peephole_petiole
penalize,discipline_chastise_fine_castigate_chasten
penalty,discipline_forfeiture_cost_fine_retribution
perfidious,deceitful_deceptive_double-dealing_faithless_insidious
perfidity,perfidiou_perfidious_pallidity
perfunctory,sketchy_cursory_superficial_offhand_apathetic
peril,uncertainty_insecurity_jeopardy_vulnerability_hazard
perilous,uncertain_touchy_threatening_hazardous_shaky
perilously,severely_desperately_seriously_recklessly_carelessly
perish,disintegrate_crumble_wither_cease_disappear
pernicious,devastating_noxious_deadly_poisonous_virulent
perplex,mystify_confound_complicate_dumbfound_bewilder
perplexed,bewildered_uncertain_puzzled_troubled
perplexing,mystifying_puzzling_baffling_thorny_complicated
perplexity,puzzlement_riddle_conundrum_puzzle_mystification
persecute,pick on_torture_expel_pursue_injure
persecution,massacre_imprisonment_torture_oppression_mistreatment
pertinacious,attentive_determined_dogged_persistent_tenacious
pertinaciously,strictly_stubbornly_resolutely_constantly_intently
pertinacity,pigheadedness_tenaciousness_reluctance_mulishness_perversity
perturb,annoy_dismay_disturb_perplex_bewilder
perturbed,bothered_upset_anxious_restless_uneasy
pervasive,ubiquitous_prevalent_universal_inescapable_rife
perverse,contradictory_wicked_abnormal_bad-tempered_cantankerous
perversely,peculiarly_strangely_uncommonly_abnormally
perversion,immorality_deviance_kink_debauchery_fetish
perversity,pigheadedness_tenaciousness_pertinacity_reluctance_mulishness
pervert,weirdo_deviant_freak_deviate_degenerate
perverted,corrupted_deviating_queer_distorted_corrupt
perverts,weirdo_deviant_freak_deviate_degenerate
pessimism,gloom_melancholy_sadness_grief_distrust
pessimistic,gloomy_depressed_despondent_sad_glum
pessimistically,desperately_sadly_dispiritedly_cynically_darkly
pest,scourge_contagion_infection_virus_plague
pestilent,baneful_contagious_corrupting_deadly_deleterious
petrified,frozen_ossified_solidified_fossilized_calcified
petrify,set_harden_clarify_solidify_calcify
pettifog,niggle_bicker_wrangle_hassle_prevaricate
petty,lesser_narrow-minded_frivolous_minor_little
phobia,distaste_anxiety_hang-up_resentment_loathing
phobic,afraid_anxious_apprehensive_disturbed_frightened
phony,spurious_counterfeit_sham_bogus_forged
picket,stanchion_pillar_stake_rail_palisade
picketed,stanchion_pillar_stake_rail_palisade
picketing,blockade_demonstrate_boycott_strike_walk out
pickets,stanchion_pillar_stake_rail_palisade
picky,captious_critical_dainty_fastidious_fault-finding
pig,hog_swine_sow_boar_piglet
pigs,hog_swine_sow_boar_piglet
pillage,maraud_pilfer_ravage_desecrate_loot
pillory,pillar_piller_pillow_pillars_pulley
pimple,blister_blemish_lump_abscess_zit
pinch,limitation_compression_tweak_twinge_cramp
pique,annoyance_displeasure_provocation_tiff_ruckus
pitiable,abject_affecting_afflicted_base_beggarly
pitiful,distressing_wretched_paltry_shabby_pathetic
pitifully,dutifully_pitfall_fitfully_spitefully_painfully
pitiless,austere_barbarous_brutal_callous_cold
pitilessly,viciously_fiercely_savagely_in cold blood_meanly
pittance,trifle_drop_trace_scrap_ration
pity,mercy_melancholy_empathy_tenderness_compassion
plagiarize,paraphrase_appropriate_copy_steal
plague,invasion_scourge_contagion_pandemic_epidemic
plasticky,plastics_elastic_plasmic_lipstick_politick
plaything,gadget_pastime_bauble_trifle_doll
plea,suit_overture_application_entreaty_prayer
pleas,suit_overture_application_entreaty_prayer
plebeian,common_pedestrian_low_ordinary_mean
plight,predicament_trouble_quandary_condition_extremity
plot,trick_design_conspiracy_scam_maneuver
plotters,collaborator_traitor_accomplice_subversive_betrayer
ploy,maneuver_tactic_stratagem_ruse_subterfuge
plunder,pillage_booty_prize_quarry_rapine
plunderer,looter_thief_marauder_raider_vandal
pointless,fruitless_worthless_stupid_unproductive_insignificant
pointlessly,pitilessly_boundlessly_dauntlessly_soundlessly_endlessly
poison,venom_germ_virus_toxin_contamination
poisonous,fatal_noxious_dangerous_virulent_vicious
poisonously,parsimoniously_does on sly_personally
pokey,pound_brig_dungeon_cell_pen
poky,small_confined_shabby
polarisation,polarizations_pulsation_valorization_pole position_pole-position
polemize,plumose_poleis_police_palletize_premise
pollute,violate_infect_taint_foul_poison
polluter,pollster_polluted_polite_plotter_palter
polluters,plotters_polluted_pollute_polders_pollster
polution,solution_volution_potion_dilution_position
pompous,selfish_overbearing_bombastic_presumptuous_imperious
poor,underprivileged_poverty-stricken_needy_meager_penniless
poorer,underprivileged_poverty-stricken_needy_meager_penniless
poorest,underprivileged_poverty-stricken_needy_meager_penniless
poorly,ill_ailing_below par_failing_indisposed
posturing,masquerade_pose_display_fake_affect
pout,glower_frown_moue_long face_sullen look
poverty,bankruptcy_debt_hardship_lack_famine
powerless,ineffectual_impotent_passive_ineffective_paralyzed
prate,clash_boast_jabber_gabble_clatter
pratfall,undoing_humiliation_downfall_setback_down
prattle,ranting_jargon_blubbering_jabber_burble
precarious,hazardous_dangerous_uncertain_unhealthy_touchy
precariously,severely_desperately_seriously_recklessly_carelessly
precipitate,hasten_trigger_accelerate_expedite_advance
precipitous,sharp_dizzying_abrupt_craggy_arduous
predatory,rapacious_voracious_greedy_bloodthirsty_carnivorous
predicament,dilemma_hardship_circumstance_mess_quandary
prejudge,decide_presume_forejudge
prejudice,bigotry_enmity_discrimination_racism_bias
prejudices,bigotry_enmity_discrimination_racism_bias
prejudicial,inimical_biased_discriminatory_unjust_hurtful
premeditated,calculated_conscious_intentional_willful_deliberate
preoccupy,engross_consume_incorporate_immerse_get
preposterous,insane_unbelievable_excessive_irrational_incredible
preposterously,insanely_extremely_foolishly_humorously_comically
presumptuous,foolhardy_rude_pushy_pretentious_smug
presumptuously,rudely_pertly_impertinently_brashly_insolently
pretence,pre tense_pre-tense_presence_prudence_prepotence
pretend,fool_feign_purport_assume_impersonate
pretense,charade_pretext_semblance_cloak_veneer
pretentious,grandiose_stilted_arty_overblown_hollow
pretentiously,selfishly_ostentatiously_arrogantly_airily_boastfully
prevaricate,cavil_shuffle_invent_misrepresent_lie
pricey,valuable_dear_excessive_executive_exorbitant
pricier,valuable_dear_excessive_executive_exorbitant
prick,gash_cut_wound_prickle_stab
prickle,point_spine_thorn_sensation_barb
prickles,point_spine_thorn_sensation_barb
prideful,aloof_assuming_audacious_autocratic_bossy
prik,prink_prek_prig_prim_pre k
primitive,archaic_primordial_basic_pristine_primeval
prison,penitentiary_lockup_confinement_jail_dungeon
prisoner,hostage_convict_captive_tough_culprit
problem,complication_dilemma_question_obstacle_trouble
problematic,tricky_ambiguous_uncertain_puzzling_unsettled
problems,complication_dilemma_question_obstacle_trouble
procrastinate,hesitate_dawdle_defer_retard_suspend
